pca_neuron_1,pca_neuron_2,pca_neuron_3,pca_neuron_4,pca_neuron_5,pca_neuron_6,pca_neuron_7,pca_neuron_8,attack_cat
0.2295581009724887,0.3662062571315625,0.2995155699486529,0.2921517224358732,0.3967054022586876,0.4018917522347505,0.5645585097744421,0.48420737121424495,7
0.726051597842841,0.03386115800887146,0.6338600569290866,0.6210573402880128,0.3333607989182351,0.5283806910563783,0.4732914294283922,0.49264274595849056,7
0.20332057873880263,0.39311398905412637,0.27088364637943774,0.17206167643751194,0.6348093200353315,0.49171206619872126,0.595008056655954,0.49468894131425895,7
0.15302692897409625,0.2754135854884141,0.5790739156393444,0.544320136554987,0.27501722037797927,0.4911741837774467,0.4772020657837731,0.4909003776171758,7
0.747492976240845,0.11185055075784778,0.7140351501151148,0.43304102770087566,0.3454125823174614,0.5385586067319175,0.47319910585108166,0.49273214591708014,7
0.739608738295213,0.12381004330298662,0.3641376989381644,0.3591968288609596,0.4687890087004364,0.4610888405340625,0.44402851795030296,0.49154791898294364,7
0.20019764903411616,0.2550086506270548,0.6022680190437858,0.5925713635541152,0.46429892349755464,0.6171219348477961,0.5771797396747889,0.7420010640138237,7
0.8009262180664086,0.35948605850297854,0.31956391474607965,0.4993969038119252,0.34640113088466323,0.6206558209286931,0.5137233093537501,0.4922938731900207,7
0.11829533405666431,0.2987779820731586,0.5598822881734614,0.4838840042306628,0.2828243819531738,0.4795525867392274,0.390628183758082,0.23778961031162654,7
0.8605667930625966,0.5617431666022499,0.42624854351886204,0.23349032378762374,0.3049943816610363,0.6963277539103279,0.5298632192852055,0.4921866653881108,7
0.783911308037504,0.28947712109284035,0.39747736407873757,0.5250732493406952,0.6263801521038437,0.18980385960632462,0.3903928005422936,0.4907882707459872,4
0.2808320545597664,0.2872489138600155,0.7225646620823429,0.27918892872580503,0.3556196485638627,0.4330786688740813,0.7906554512542374,0.4914093819903711,7
0.2545349527249151,0.43581816662029055,0.3605275898107182,0.2648899918172828,0.42007714131358953,0.4881661245248039,0.5174425746803005,0.4911850389235005,7
0.13881547454296916,0.27864104593504385,0.5551969144026294,0.5699791789591273,0.23397140630445204,0.4804122331367996,0.454657199912452,0.23791134482741588,7
0.7423409730719766,0.10128387334775296,0.5448716831787823,0.5708349751141323,0.30763593738122863,0.5357598174006635,0.46798318217961765,0.49141117381413785,7
0.22496736680397159,0.3596291915259993,0.7761327036458657,0.28794257116452976,0.41869462463907126,0.5579733001516005,0.5215142746951167,0.49489258171215594,7
0.18415081736243769,0.3603662581190571,0.4688793784983405,0.3146816789294541,0.4095532109657702,0.4642919291552754,0.41179066402161546,0.24062288819807864,7
0.9336070818853077,0.7901596677148814,0.36290919350426615,0.7269841227884696,0.2737480069747976,0.5914337402198944,0.5471397372452302,0.49133432996633786,6
0.207498685945592,0.3020596144728963,0.12839308827048052,0.4811148895298184,0.5743002357872437,0.4944240331154225,0.681650424897433,0.7453551067876518,7
0.7496635006037766,0.16700386164489814,0.45402349488943383,0.15724291921897626,0.5056617180364436,0.44577358787155014,0.4363770500852805,0.49172250335377793,7
0.11021026540495987,0.3218677112710395,0.37656943923019376,0.5679421340707895,0.4016350101146276,0.5275112101852704,0.22177097800225293,0.49356098371610424,7
0.20937006954032017,0.30100820592962996,0.5184039013954748,0.37705888611137656,0.2763135600966916,0.40696600498311425,0.6003467517465566,0.2367994506558282,7
0.751167674044579,0.17114722288899453,0.4566240410298722,0.15109741016075307,0.5079331919154242,0.443329999091282,0.4361127404040548,0.4917934142976369,7
0.05933685194122834,0.3724730440551212,0.10745495371598135,0.29218432267877914,0.44335228965977613,0.4017479246495568,0.4195915811175553,0.7399725290535208,7
0.2043356113099495,0.25990904275659815,0.5846721575180637,0.5594264930009792,0.3225826009609385,0.548776528864457,0.7334344153422767,0.49091045823656637,7
0.15753729070514133,0.23851923786644177,0.6267015825321933,0.713232585929606,0.4500877897741139,0.6666902291796175,0.5145058590040897,0.3710591029434403,7
0.22093701345263547,0.4814833736790207,0.29802588832672006,0.7805836373552955,0.8695194124709794,0.2008688733769992,0.5049916864955302,0.9008909381261367,8
0.733757466632224,0.1014414506961438,0.33013725962105556,0.43695375589381136,0.45457603665111057,0.46906893328329197,0.44648400792809817,0.49141082057914603,7
0.7392821952509464,0.10588434913657482,0.4552150046216473,0.45801348633103395,0.36868605963941836,0.47472050710301766,0.44117574586459307,0.49073815426040635,7
0.3080462429551494,0.28151028493712715,0.39775630656502337,0.41431193993955295,0.3680728876274141,0.39670845668465526,0.812693856723522,0.4895740937027077,7
0.2607164281438895,0.28434228519522775,0.4579663859642793,0.3829861986897968,0.26302575073463047,0.36959114086164296,0.8028690717986846,0.4850588196102451,7
0.26827507868377787,0.47543974717290566,0.309505683923172,0.766147147489028,0.5308412392055298,0.2485155588432352,0.42553594153318774,0.3744691840372163,7
0.7274583037820195,0.07605535880516315,0.29284631753095386,0.5227138337851704,0.44474031098606076,0.467574022573278,0.4478202585018687,0.4913895034867613,7
